Rating,Review
10,"Probably the most subversive movie I've seenWell, English is not my first language so I'll try my best here.With the complete deconstruction of the concept of ""Barbie"", Gerwig subverted every stereotype you've associated with this ""not-so-feminist"" toy. She took an innovative approach to story-telling, struck a balance between flamboyant shots and down-to-earth narrative. Behind every joke there is a harsh reality. It's light-hearted yet solemn, comprehensible yet arduous, optimistic yet depressing. For I know this world is not gonna be as acceptable as the movie wants it to be. Just look at these 1/10 reviews here. I hope Gerwig will make more movies like Barbie because I need it, we need it."
9,"a fun rideThis movie was such a fun watch, the comedy (especially by Ryan Gosling) carried the film for me. However the deeper meaning of the movie wasn't lost either.Pros: comedy, production/costume, dialogue, acting, casting, the use of Barbie merchandise, culture and nostalgia, music and dancing, cinematographyCons: some parts were stretched, the ending could've been delivered better, Will Ferrell was a good addition but it was also not needed, the seriousness of the movie got lost in the comedy at some points where you weren't sure how to feel.Overall, I think this movie was a fun watch and I'd probably watch it again."
2,"The most political movie I've ever seen.I loved the effort with the sets and the fun outfits. I also really enjoyed the ads threw out movie.I was really enjoying this movie but then it started getting really political, I was kind of fine with it but then they started making politics the whole story line and so it was really no longer a fun movie. After the movie finished I just ended up leaving miserable and like I waisted money... How is a family meant to enjoy this?? I can't see any 13 year old understanding anything they talk about.Also they want to talk about how being a human is hard and that were not perfect but then they hire someone to play a teen girl who has perfect hair and skin. A bit of a confusing message?"
10,"Fantastic movie!!!Barbie was a great film. This movie is so well written and super clever. Makes you laugh, cry, and ponder what it means to live in today's world.This film has a message for us all and makes some excellent philosophical points that will leave you thinking when the credits roll. It's that kind of movie. I was very pleasantly surprised to see that this movie didn't go the cartoony, campy direction. It so easily could have. But it went a much more thoughtful and clever way than I ever would've anticipated. I predict this movie becoming a classic, totally quotable movie, for years to come. Most of all I enjoyed myself at the movies again."
9,"Get off your couch and go to Barbie Land!Storyline: 8.5- Great story, could've been fleshed out in some areas to have even more overall connection, but it makes overall sense. A little silly at times; but I'm not complaining, I mean it is a story about Barbie. Pacing was good and easy to follow. It is, in my opinion, the perfect movie length, at an hour and 54 minutes.Cinematography: 8.75- There are some really great cinematic shots throughout the film. Very clear distinction between ""Barbie Land"" and ""The Real World"".Acting- 9.75- The acting was wonderful. Every actor pulled their weight and shined. Many comedic moments that will have you laughing nearly to tears. Also, There are serious moments that are executed well in such a way that may even bring you to tears (as they did to me).Music Music Soundtrack: 9.5- Overall, extremely strong movie music soundtrack. All of the songs align with the theme of what is happening during the current scenes & the storyline. Great modern day popular artists chosen, including Lizzo, Dua Lippa, Nicki Minaj, Ice Spice, Sam Smith, Tame Impala, and others. The weakest song (and I mean from a vocal standpoint) is the one sung by Ryan Gosling.Choreography- 9- There is a fair amount of choreography in the film, and there is an all-Ken dancing scene that is phenomenal.Overall: 9.1/10."
,"AbsurdThis movie has an absurdist quality about it that I can't really explain, almost like early 2000's Ben Stiller movies like Zoolander or Tropic Thunder, that makes you feel as if you hallucinated the whole thing. In that regard, another comparison is Monty Python's flying circus and the sort of delightful wittiness of the show.Barbie is profoundly silly and strange and an extremely high effort production, reflected in the spectacular set design. Ryan Gosling is absolutely perfect for the role so much that he steals the show. The result is that Barbie is almost completely unlike anything else you would see at the cinemas.I don' t think the film is perfect or anything, the ending, for me, felt a bit unsatisfying for Ken, at least, and the film also contains a car commercial, for some reason. At the end of the day, even if you disagree or have problems with the feminist argument that the film makes, the film will have you smiling like an idiot most of the time in a way that not many other pieces of media can."
8,"Great but not without flawsThis movie was an absolute hoot at my screening! A week after it's release, my theater was packed with people, laughing and clapping throughout the whole film. It was a great experience, and I really enjoyed the movie. Michael Cera was probably my favorite actor along with Ryan gosling and surprisingly Kate McKinnon. The story and adventure was really fun, I was absolutely in love with the visuals throughout the film, and I thought the self awareness was really refreshing. The music also energized the film throughout. With all that being said, I did have two complaints. The first is that the conclusion of the movie is that men and women can't work together, and I think that was a really strange choice. I understand that the movie wanted to empower independence but collaboration is also very important. Second complaint, why the heck was there a Chevrolet commercial in the middle of the movie? Anyways loved the movie and can't wait to see what Greta Gerwig does next."
8,"Barbie delivers plenty of good, hilarious funAs the film's trailer suggests, whether you like or dislike Barbie dolls and merchandise, there's still plenty of things to enjoy about Greta Gerwig's ""Barbie."" Margot Robbie and Ryan Gosling are brilliantly cast as Barbie and Ken where they both have awesome chemistry and share plenty of hilarious moments on-screen. I should also add that Gosling delivers what's probably one of the best musical solos of the year next to Jack Black's performance in The Super Mario Bros Movie.""Barbie"" is not only an eccentric, goofball comedy but also a thought-provoking film with a post-feminist take on gender roles and gender stereotypes in current society, something highly reminiscent of movies such as ""The Ugly Truth"" or ""Down With Love."" On that note, America Ferrera's powerful monologue near the end of ""Barbie"" was on par with Renée Zellweger's speech in ""Down With Love.""While the above description might make it sound like the Barbie movie leans too much into polemics for it to be good escapist fun then don't worry, because aside from its core message, it's still oodles of light-hearted, hilarious entertainment for everyone to enjoy from beginning to end."
6,"There is a substance to this movie.I read from many sources about Barbie being a hardcore feminist movie, just as bad as all recent Lucasfilm sludge. I'm happy to report it is not true.Barbie and Ken have their separate, but equal story arcs. Ken goes on adventure of self discovery and ultimately learns his value outside just being there just for Barbie.Barbie's part of the story lingers a lot on the paradox that she is meant to be an icon of emancipation, but is also blamed for setting the wrong standards and gets some hate for it.There are also real human characters, which are compelling at first, but rather simplistic.The storytelling frequently stops to explore and explain too many messages about society, equality, misogyny and troubles if growing up and being a woman or a mother.The writing has some problems, bad jokes and the last twelve minutes are utterly pointless. But overall it delivered what it promised in a very nice package.The sets and cinematography are top notch, as well as the acting."
10,"Heartwarming Mother and Daughter movieMy 20 year old daughter and I loved this movie so much. It was adorable and funny and surprisingly heartwarming. I really think anyone would enjoy this though. It had such a sweet simple message done so colorfully. Perfect casting. Margot Robbie literally is a doll. And Ryan Gosling is a combination of hot and funny. We wore pink of course and saw some cute outfits. A couple Ken shirts. While we were leaving, still teary eyed, seeing the mothers, daughters, friends and sisters all wearing pink, it was so touching and we thought how lucky they were to be able to watch Barbie for the first time. I still feel emotional hours later thinking about it. Highly recommend."
3,"Not for little girls. Not for anyone actually.What could have been a cute concept was overproduced with obvious writer infighting pulling this disaster into all directions. A little girl friendly opening act quickly dissolves into act two social discussion that would leave any little girl bewildered. The family next to us described their three little ones as totally confused and everyone they heard discussing it was very disappointed with this disaster caused by feuding writers or a director who scored hilarious with ""Good Boys"". So, not for kids, and parents should wait for home viewing so they can turn it off when it wears really thin about a half hour in: the time it is realized its just not going to get any better and you turn it off thankful you didn't waste any money."
10,"Funny movie, live-action, comedy, cool and amazingBarbie, the movie is great! It stars Margot Robbie as the character Barbie! There's also some so many starring actors/actresses who are also in that movie who they are fictitious! This movie is great for all viewers to watch, including millions people across the nation worldwide! The movie is a comedy, live action, and funny! Margot Robbie is an inspiring actress known for her movies, such as I, Tonya, About Time, and so much more! This movie is an inspiration for people who want to watch and see! Viewers who want to watch this movie watch it anywhere, anytime! Thank you, and have a nice day!!"
8,"Unexpected well done societal criticismWas walking into this movie expecting a light-harder fun movie about Barbie and Ken, but left questioning the systemic inequality in our society. What many men will tell you is that this movie is just another woke feminist movie, but I highly encourage everyone to go watch Barbie to truly understand how women feel in todays world. Furthermore the production of the movie was greath. Everything from the cast, the plot, the pacing, the acting, the cinematography and ending was well done. I already know this movie is gonna cause lots of polarisation, but I would recommend everyone to watch this movie and come to their own conclusions."
10,"Best movie ever!Didn't watch the trailer and went to see the Barbie movie, thinking it would be a regular comedy about a doll. I liked the idea of dressing up in pink with my daughter and going to a girly movie. But I was very surprised when I found out that there was a deep meaning hidden in the pink world of Barbie Land! The movie touches on women's issues: being always perfect, managing everything, being beautiful, perfect mothers, cooks, careerists and wives. The movie also shows men who don't know who they are without their women, cars, jobs. I cried, I was moved by the dialogues. I loved the movie! I was especially impressed by the moment at the bus stop, when Barbie sat next to an old lady and praised her for her beauty. The old lady smiled and said: I know :) It was so cute and wise! It made me realize that growing old is not scary if you love yourself as you are. You don't need to chase youth, there is beauty and dignity in every age. I am grateful to the directors Greta Gerwig and Noah Baumbach for making the Barbie movie not only a fun comedy, but also a deep drama about finding yourself and your place in the world. They showed that Barbie is not just a doll, but a heroine who can be anyone and do anything. They also honored the memory of Ruth Handler, who gave millions of girls the opportunity to dream and strive for the best. I think that the Barbie movie is not only a movie for children, but also for adults who want to go back to their roots and find their inner beauty. I recommend this movie to everyone who loves Barbie or just wants to watch a good movie with an important message."
7,"Unexpected but so enjoyableThis plot of Barbie unexpected, I watched it with no real expectations and no other knowledge about what it would be like. Barbie took me by surprise at it had a super deep and meaningful plot on being a woman, what the barbie life is like vs what it actually is like to be a woman. Plus the ken parts were super hilarious, the whole cinema was falling out of our seats at Ryan Gosling, he played Ken so well. And it was great to have these funny moments through out, when some of the parts were more serious. But I wish it had more barbie references, maybe from the movies which is such a memory for me growing up, but it seemed to focus more on Barbies with jobs trying to show that Girls can grow up to do anything, but I guess they couldn't cater to everything as it might've been to hard to squeeze it all it.But other than that this movie was enjoyable, maybe not one of my favourites and I might not watch it again, but seeing it in the cinema was such a great atmosphere and it was fun to see everyone dress up and have fun and laugh together! <3."
10,"<3LOVED IT. Truly an amazing movie. A lot of people would maybe say that it's boring but to me it was super super cool, it held my attention from start to finish. Not just a movie this thing isnan experience that brings me so much joy if you go to the cinema. So many people there, dressed in pinkish clothes, feels like everyone there is happy and all of people there are unites under the idea of Barbie. The movie itself, has so many great messages to the word. I am sure a lot of little girls didn't quite understand it but they will one day. It also had so many real word/trensing things added to it.I probably liked it so much because I grew up watching old barbie movies, and now it felt like Barbie has grown with me, especially cause the topic of the movie was very real in todays world.Going in before the movie I thought it would turn out to be just ""okay"" since I saw a lot of parts from it as trailers I thought ""oh I alredy saw it all"", nahh, little did i know. Those trailers are nothing compared to this.I really reccomend watching it. But there are some parts that are ""not for kids""(ex. Some things they say, initiate...), But it's just maybe 3 times in all 114minutes of the movie."
6,"Better than it looksThis movie was worth going to the theater I thought it was a good idea and there ware some really good jokes haw ever there are a few holes in the story and I feel like Barbie's personality was very empty I know that that is kind of how it's supposed to be because Barbie is a dal but for me I need to have a memorable mane characters. A other thing I liked about the movie was the opening scene lats just say it MIGHT BE
Really FUNNY. There were a lot of scenes in this were the hole theater was lagging so loud l couldn't hear a thing. I also never played with barbies so I didn't get any of the references but yeah I think movie was decent."
9,"Come on Barbie let's go party""Barbie"" may seem like an improbable concept for a thought-provoking film, but director Greta Gerwig skillfully harnesses this cultural icon to deliver a potent and profound message. Gerwig delicately weaves a narrative that explores the complexities of gender dynamics without vilifying either gender, demonstrating that Kens in Barbieland face similar challenges as real-world women. The film also touches on the importance of embracing diversity and dismantling societal barriers. The movie's production design deserves applause, staying true to the beloved Barbie toys while ingeniously utilizing their features to propel the story forward. Margot Robbie delivers a phenomenal performance as Barbie, injecting depth and nuance into a character often dismissed as one-dimensional. Ryan Gosling, as Ken, complements the film with his adept portrayal, enhancing the chemistry between the characters, while America Ferrera's character brings a layer of relatability to the story. Gerwig's clever balance of humor and poignancy ensures that the movie achieves its goal of raising awareness without alienating its audience. A delightful yet meaningful cinematic experience."
8,"Funny and CreativeThe voice over commentary in some parts had me laughing to no end. Most of the Will Ferrel scenes I could have been edited out, they were too campy and distracted from the rest of the movie, fortunately they were few and resigned to the later 1/3 of the movie.To be honest I missed most of the big name actors, however Rhea Perlman was spot on perfect in her role.Margo Robbie and Ryan Gosling were excellent as well, with Ryan giving an overtop hammy performance that allowed Margo to shine as the epitome of what Barbie represents, future possibilities.Kate McKinnon was well cast and delivered flawlessly.A couple scenes were overplayed.As a moderately middle-aged man I might have laughed a little to hard in some places. It was well worth seeing, so much so that I even dressed up as 80s fashion Ken when I went."
6,"Bizarrely entertainingThis was definitely an entertaining movie but it went in so many different directions at times. Also, the product placement and clear control from Mattel takes you out of the fantasy at times. Honestly, it is unique and not something really done before, so it gets points for that. It's a lot though. Just a lot going on, and not all of what was going on was necessary.Also, Ryan Gosling is not the best singer or dancer. It was cheesy and over the top. I'm glad I saw it in theaters because if it was on a streaming service I'd probably turn it off as it was so weird. It's worth watching so you're in on the hype and pop culture reference this will surely become."
7,"Much Deeper Than I ThoughtGoing into the movie, i went in mostly blind and didn't expect much into the way it explored a deeper and more abstract plotline. Cast was star-studded and everything seemed to be in place, nothing off there. However, to me, the movie couldn't decide whether it wanted to be a more serious movie with a straight plotline or being goofy with a more abstract plotline. I think the humor was well-executed, but the movie leaned too much into both sides. By doing that, the potential in the movie if they had picked and focused on one solely was diminished. Excellent individual performances from ferrell, gosling, and greenblatt."
4,"Like reading a textbook instead of a novelMaking a Barbie movie about feminism is a cool idea. Having Barbie comment on the patriarchy just like Animal Farm about communism and Wall Street about capitalism. It's admirable and the message gets through.The problem is that the actual movie is so bad. Even though you buy in on the two worlds, etc, etc. In the end, it was like reading a textbook instead of a novel. Normally, the strengths with fables and allegories is that they are profound on many levels. Here, everything is spelled out from a a teacher's desk and the whole film comes across as bit thin.I would not watch this movie again."
8,"Loved it!As we all know the title of the movie suggest fun, tons of 'cheesy' moments, drama and a lot of imaginations. I entered the theater expecting the same and placed all my expectations low and just go how the film flows. Surprisingly, it has a lot of funny moments in the film, at times 'silly', but it was all understandable and placed creatively and entertaining. Margot Robbie as ""Barbie"" was surely a perfect role of her, while Ryan Gosling as ""Ken"" did the same and he was more funnier as expected! Visual effects were cool to watch and soundtrack was for me, a phenomenal! People do see mixed reviewed after seeing it, but do see Barbie as a film and enjoy its ride!"
10,"I loved it!!I loved this movie more than I thought I would!! I laughed, cried, and honestly loved the message. All the niche references made me smile, too!!Normally I do not rewatch movies while they are in theaters but I am planning on taking my sibling this weekend so they can experience the same joy!I don't understand the people who are upset over Ken being an accessory to Barbie. It is literally pointed out in the movie how misogyny is a huge problem in the real world and they are upset over one validating movie. Unbelievable. Please ignore the ""anti-man"" reviews. This movie isn't anti-man. If anything, it's anti-patriarchy and makes fun of it."
10,"Take your mom, sister, daughter, aunt, everyone to see this movie!This movie was so unexpected.Completely opposite to what I thought it would be.The best movie I've seen in a long time.There were moments it had me laughing and moments in tears. It gently pushed me into self reflection and introspection which I never realised I needed to do for the longest of time.The movie dealt with so many issues, such as societal expectancies, emotional depence, perfectionism, stress, anxiety.. It brought forward self awareness, emotional intelligence, and so many insights into ones self.This movie is a must see for all women and men who are open to growth and developing their mindsets.As a millenial this movie resonated on another level, it reminded me of the self I was at a younger age, before falling into societal norms.Will definitely watch it again and again."
7,"Surprisingly well-layeredBarbie has captured many nuances of the societal stereotypes, challenged these tenets with a tactful yet fun twist. The main standout truly is the costume design. Highly diverse yet coherently put together to honor the Barbie concept. Borrowing elements from the Chanel's haute couture collection, to some of the rarest outfits from Barbie, it was such a unique experience to observe such understated works of art; even the extras/minor characters were wearing beautiful pieces. Some of the best costume design I've seen over the years.The plot was rather textbook, but definitely enjoyed the witty subtle jokes which created good tension and suspension. Well-balanced and great character development for most characters except for Sasha who changed opinions just too quickly for my taste."
9,"Pink Magic!!!!!The most anticipated summer movie turned out to meet my expectations. The sets,acting,costumes,story line everything was pink magic. It is a very inspiring movie for girls but I think a bit too much feminism and toxicity.No doubt, the movie is advertising barbies but it's still a good find.It's light hearted and it kept it's humor throughout the film., even in deep scenes. The cast was perfect for their own respective roles but something was very disappointing for me that literally Dua Lipa's role was less than two minutes.Overall I think the movie is worth watching once in your life and it will be memorable. The soundtrack is perfect
Dance the night by Dua Lipa was perfectly in place and also What was I made for.When I watched What was I made for on YouTube, I did not like it but in the cinema it was perfect.It is a great movie but not everyone will like it
Waiting for Barbie number 2 now. Hopefully next summer."
4,"Bafflingly mediocreI have been thinking for 2 days and still I have no idea who the target audience for this film is. The first half of this movie is not bad at all but once Barbie and Ken leave barbieland the movie just completely falls apart. The message shoved in your face way too much and isnt subtle at all, characters that are set up early on are completely forgotten by the 3rd act in a bloated script filled with unnecissarily complex feministic views. For a movie about a children's toy, the dialogue is often much too complex and theres no way in hell a child is going to be able to understand whats going on; several lines left me scratching my head as the dialogue is way too overly complex. Ryan Gosling and Margot Robbie are excellent casting choices with Gosling going above and beyond, nailing all of the comedic moments and elevating all of the material he was given to work with.For a movie I was incredibly excited for, I was severely let down and honestly cannot say I recommend this movie to anyone. If you are going to only see one blockbuster this summer, make it Mission Impossible or Oppenheimer, you are not missing out on much here."
10,"Such a fun time for people not stuck in the 1950'sBarbie is such a fun time, the whole cast collectively deserve an award. Contrary to what some people are already claiming, this is not a men hating film, it is so much nuanced than that. In fact, by the film's conclusion it is clearly demonstrated why extremes wouldn't work, we all need each other and we need to learn how to coexist. I'm so glad this film had something to say. I can tell a certain faction of pea-brained individuals are absolutely gonna seethe when they see this film, and that just make me love it even more. I can't believe a movie like this got such a huge budget and is such a success."
10,"So Much FunI completely enjoyed Greta Gerwig's outstanding movie Barbie. It was delightful to see on the big screen with the great soundtrack and the eye-popping colors. Margot Robbie was born to play Barbie and she made a great movie even better.Someone asked why a 60+ adult female like me would go to see this kids movie.For me, Barbie was such a huge part of my childhood. Playing ""Barbs"" with my best friend as a young girl is one of my most cherished memories. It was something just for girls when we were mostly excluded from being in any lead role in the world (our moms, aunts, grandma's were excluded too). No sports, few female leads in film or television, few jobs outside of the pink collar ghetto we were kept in. Barbie was beautiful and the center of her own story. For this reason I had to go on opening weekend to vote for the world of Barbie, to say,
thank you."
8,"A fun ride!This movie was such great experience to live. It's a fun, entertaining, deep, and amazing piece of art. It was very funny at times, made me cry other times, and made me feel nostalgic and warm and proud and all of these different feelings. But most importantly it made me think! I really love it when movies discuss topics that matter and shake your ideas a little bit. I loved the cast, the costume designs, the music and everything in between. Margot Robbie is a queen, her acting was amazing and she's just the perfect cast for this role. Also, Ryan did an amazing job and so did the rest of the cast. Judging by the propaganda that surrounded it and the hype around it I didn't have high expectations but honestly I was pleasantly surprised. Also, I have to say that the story of this movie is very very similar to ""Free guy"" the one with Ryan Reynolds but it was done well so I can't complain."
5,"One for the Identity Lost GenerationUnderneath the corporate irony and plate-spinning, there's a film that is mildly humorous; if not a tad lost with it's identity and message. A battle between feminism and stereotyping. Is this a film for young girls? I don't know, it feels as if it's wondered off the reservation. Is it a film for women - more than likely. There's heartfelt messaging at the curtain closing, but it very much straddles the fence between traditional conservative womanhood and progressive girl boss ""smash the patriarchy"".Speaking of patriarchy, this film drops the p-word countless times. And the image of masculinity is confusing, is Ken masculine or campy and confused? Horse obsessed, gym bro, with a passion for theatrics and fur coats - traditional masculine, doubtful.I don't know who this film was made for, or where it stands on anything. The safe corporate mediocre middle ground is where this film stakes it's claim for your attention and money.Enjoy it by all means, if you can straighten out it's allegorical message, then please let me know."
10,"Watch this!""I'm just so tired of watching myself and every single other woman tie herself into knots so that people will like us. And if all of that is also true for a doll...""Bro I was so excited just to look at the beautiful painted sets and watch the beautiful Barbies and Kens wear goofy clothes...but this was a deep movie.The seemingly perfect matriarchal world of Barbie has has a sudden setback when the perfectly Stereotypical Barbie (Margot Robbie)'s heels land flatly on the ground.Barbie has to leave Barbieland through a surreal theatrical series of vehicles to wind up in California, where she meets her creators at Mattel and others.Of course Mattel, one of the producers, wanted to paint themselves in a positive light. They probably over-emphasize their importance in the playroom (They assert Barbie was the first doll to not be a baby doll, the first opportunity little girls had to play at being something other than a mother, which I find hard to believe). But there is definitely some honest criticism in the movie of who Barbie is and what she represents. Does Barbie make women feel bad about their bodies? Maybe.There are also a couple very playful moments where it feels almost like it feels when one plays with toys. Made me think of the Lego Movie (Which also had Will Ferrell in it).Then there's the characters. There is humor. There is music. There are of, course, gorgeous people and sets. But most of all, there is self-actualization and growth.I love every line in this film. I keep thinking about it. I've seen the movie twice now and I hope to see it again. Please watch it. Prepare to cry."
10,"Brilliant film that showcases womanhood perfectlyBarbie blew my expectations away. I have never seen such a brilliantly written movie that makes me want to immediately rewatch. Every detail was thought of in Barbie's world and the satire of the Ken's and patriarchal society was hilarious and relatable as a woman. The dialogue was perfectly childish (as if children were playing with the barbie's speaking) and intelligent. America Ferrara's monologue about the hardships of being a woman was spot on and every woman in the theater could relate. The movie was fun and heartfelt while also drawing attention to society's imperfections. Men who say this film isn't good or ""anti-man"", is part of the problem."
8,"Pretty goodI have watched barbie since I was born, I've collected the dolls the dresses and many other barbie themed things. I know all the movies by heart and the songs and I love barbie so when I saw this movies trailer and the marketing I went crazy!! I was so excited to watch it and support this movie.The beginning of the movie was quite fun and funny, very colorful. Margot Robbie and Ryan Gosling play their roles so well and really carry the movie. It contained all the things expected from a barbie movie. The plot was great but halfway through the movie it becomes very serious and turns a bit preachy so if you want to take your kids to the movies to watch this, Id suggest not doing so because I don't think they'll understand much about patriarchy and sexism, its definitely not aimed at younger children (12 and below).I was hoping for some more funny moments and homage to the barbie movies so I was a tad bit disappointed not to see it however it was still a nice movie, enjoyable and a feel good movie.I understand the message given out that you can be whoever you want to be but it could have been slightly more light hearted ."
10,"The magical connection between human imagination in the life of a conscious doll!Barbie was a big surprise for me, I enjoyed every sip of this delicious pink drink that teleports you to a bright world where imagination is real and reality is just a tiny dreamland nowhere and everywhere. The production design was out of this world and the casting of this movie was perfect, every frame was shot and directed beautifully, in general, the technical aspect was brilliant. Still what impressed me the most was the writing! Greta and Noah wrote a masterpiece film that explores while criticizing the good, the bad, and the ugly in the flaws of human nature in the eyes of Barbie and Kent in their fun adventure in the real world and the imaginary one. What was outstanding in this fun ride is the ability to combine all these meaningful feelings and emotions in one movie in a light sarcastic theme and not forget to present the real issues in our world nowadays and the conflict while analyzing the diverse ideologies that clash in this mess, all of this was done through an objective talented lens."
10,"Love it. Will be going to see it again.Barbie is a modern fantasy with lots of metaphors about existentialism & feminism, and how everybody (men & women) should get equal opportunity. The archetypal Barbie & Ken have fulfilling story arcs. As do the main human characters when Barbie World and the Real World collide. That collision is a big part of making this a fantasy.It looks and sounds great. Its messages are fab. It'll annoy the right people. It's a big-budget Gerwig & Baumbach film. I love their films. I loved this. I'll be making at least one more trip to the cinema to see it again, and it'll be an instant buy when available on iTunes."
3,"Nice scenographyWell, scenography is nice, wardrobe is nice and actress are pretty. The plot is non existent and the whole movie tries to be something it's not - a social commentary so it dives in whole other area and topics and fails. I didn't have any expectations coming to the cinema, I just assumed it was light and funny movie but instead I got a speech about patriarchy and men's world. Not to say it isn't but it's not something you would expect from a Barbie movie that was marketed as fun and comedy movie.Development of the characters is non existent so they are constantly changing their mood and personality without any explanation."
9,"Not a Barbie Fan, But this is a good movie!!!This movie is so good. It is existential, funny, childish, and adult at the same time.It is uncomfortable in the way that it perverts reality turning it on its head, and it forces the audience to confront the uncomfortable truths about reality that we have normalized.This movie invokes a deep sense of sentimentalism, hope, and the beauty of ideas and dreams.Also, can we talk about Margot Robbie???? Does this woman have Oscars, because she is so freaking amazing. When I heard that Margot Robbie was going to be Barbie I was leery. Could Harley Quinn really embody the larger than life legacy of Barbie???Who would Barbie be? Really, a white Barbie with blonde hair as the main character? Isn't that so stereotypical?????Well, let me tell you something. Margot Robbie should give a master class on acting. That woman needs to take a freaking bow and so does Greta Gerwing. I mean seriously...!!! Margot Robbie going from Wolf on Wallstreet, to Harley Quinn, to Babylon, now to Barbie.How does the woman embody two opposing emotions at once with such precision and authenticity????Well, enough fan girl-ing. This movie is awesome. It's a little on the nose with all the patriarchy stuff, but I think it needs to be. It's as though it marches right up to all the critiques it knows it will have and dares them to say something.It reminds me of something a man on tik-tok said recently. Men are told that they are supposed to be respected by women, and respectful women often go unheard. Well, this movie is anything but respectful. It gives patriarchy the 🐦 and reminds us that we are all important not because of our gender but in spite of it.Go out and watch it. Take your kids. You'll laugh, you'll wince, you'll feel excited, you'll dream, you'll empathize, and you'll believe."
10,"what an amazing movieMore could you want from a movie? How about Kate McKinnon, Issa Rae, and Hari Nef all playing Barbie variations, like Weird Barbie, President Barbie, and Doctor Barbie. Plus, Kingsley Ben-Adir, Simu Liu, and Ncuti Gatwa are all playing Kens. Will Ferrell plays the CEO of Mattel, the company who first brought us Barbie and her Dreamhouse. The film focuses on what happens when the perfect doll has an existential crisis, and Mattel's pursuit to stop Barbie from changing the real world forever. Greta Gerwig ('Lady Bird') directs a script she co-wrote with partner and fellow filmmaker Noah Baumbach ('Marriage Story'). Drop by the Dreamhouse in your pink convertible when the movie premieres in July 2023."
8,Fun movieI liked the movie and really enjoyed myself watching it. I did think the feminism was a little too 'on the nose' sometimes. But it's difficult to make a film that caters to all audiences. Overall it was a job well done. The set was beautiful and everything expected from a Barbie movie. Simu Liu and Ryan Gosling were showstealers as rivalling Kens and Margot Robbie was perfectly cast. I was also really surprised that the slogan 'a movie for people who love Barbie and people who hate Barbie' caught the essence. They didn't shy away addressing the controversies surrounding some of the Barbie dolls and Mattel as a company.
8,"A lot better than I expected! Amazing, with a bit of a stretched endingI expected this movie to be a quick predictable cashgrab with as much stars as possible for the poster, it turned out to be way more. It has its flaws, but they quickly move past that.Margot Robbie and Ryan Gosling absolutely killed it. It had great social commentary, while still being funny and wildly entertaining. The design is great, from set design to music to choreography. It's a feast to see all those stars dancing together, and the use of color is amazing.The story was well illustrated, with showing you the message clearly, they sometimes straight up tell you things, but those things are well explained in the context.The real world part didn't stick to its own rules, sometimes it was complete fantasy when it needed to be, and sometimes it was supposed to be ""harsh reality"" which therefore just didn't work. Cliché's and tropes were sometimes a bit too much, but I didn't really expect something else than that. The end-conversation was a bit pretentious, and a bit weaker than it tried to be for me. I could understand that it hit all the right spots for somebody else. The jokes were great, and I laughed a lot. Loved how it looked like the lego movie sometimes.8,2/10
Well done. Now Im gonna watch Oppenheimer."
10,"The movie I didn't know I neededThis movie was everything I didn't know I needed. Was great to just escape from the world for 2 hours. Truly one of the most fun movies I've seen in a while. Fun from beginning to end. Margot was amazing and so was Ryan gosling. 100% recommend for everyone especially if you're a father to a daughter I think it has a Good Message Emmet for all, but especially girls to be what they want to be, and how they can truly be anything. The outfits and stages were amazing. It literally looks like you were at a toy store. I will be surprised if they don't win anything for costumes. I definitely will be buying this movie when it comes out."
5,"Fun for some and Kenough for othersThis film has certainly grabbed the headlines and produced some very positive reviews which encouraged us to see for ourselves. We were a little disapointed in the end. Whilst it was watchable and had it's humerous moments, we somehow expected more from it. It's very much in the mould of a Hollywood film with lots of obvious cliches. There were quite a few teenage girls in the cinema with their mothers, which could be the ones who enjoy this film the most. It's been described as a 'fun' film by many, which I can understand. Margot Robbie and Ryan Gosling play their parts well and add to the charm of the film. I would hesitate to recommend this, other than to youngsters or 'young at hearts' who love Barbie dolls and want see a fun film with lots of pink sparkle."
8,"Margot Robbie's performance deserves an awardThe plot is interesting enough to make you feel interested and intrigued even if you're not a barbie fan or just not a fan of cliches, it has a beautiful meaning behind it and it's the best movie for you to watch if you're a woman . This movie is great , i usually don't watch movies with high hopes but i did with this one and still it surprised me . The marketing crew did an insanely perfect job , the hole mall was wearing pink and it helped people on building the hype for the movie. The whole thing is genius, the performances ( specially ryan and margot ) are outstanding and genuinely really good , the direction is great and the whole soundtrack is fantastic. Final consideration : GO WATCH BARBIE , it's worth it."
8,"I mean, Barbir is really an everything.As someone said, this is a bittersweet pill. A film that intends to be entertainment and toy marketing, but somehow, it brought tears out of my eyes.I love it. I love everything about it. I love everything it represents: identity crisis, toxic masculinity, and glorifying the value of dolls. Greta Gerwig took an idea that seemed outdated, like ""Barbie,"" to tell a vivid contemporary story. At the very same time, the film also teases itself and all sorts of pop culture. And all the productions-oh my, they are all very pleasing to my eyes and ears.Some that I'm stuck on are the half-jokes/half-seriously tone, which makes the final act not as powerful as it should be. The overexplaining of characters, when they said everything they thought but didn't really show it in another way, and Ken's arc are not completely closure to me.In the end, Billie Eilish's song is the key to winning my heart. Man, that song and that scene are so beautiful."
